"Informazioni cronologiche","Mothertongue ","Second Language","You showed up an hour late for a dinner with your friends. ","You borrowed your father’s keys but you lost them. Your father needs them back.","You had just left the restaurant and you are checking the receipt, you noticed that you had paid less than you should have","You were supposed to go to a friend’s graduation party but forgot to do so because you had a job interview.","You accidentally run into the women’s toilet/men’s toilet while in a Pub.","You are eating an ice cream in a crowed place and it falls on a stranger's shoe","You had been invited to a dinner party and you forgot to take with you the bottle of wine that you have promised to bring ","You suggested an answer to a friend during an exam and you found out later that it was wrong"
"2019/12/03 9:33:45 PM CET","English","Other","2","3 (somewhat severe)","4","4","3 (somewhat severe)","2","2","3 (somewhat severe)"
"2019/12/03 9:33:46 PM CET","English","Other","2","4","2","1 (not severe)","3 (somewhat severe)","2","4","2"
"2019/12/03 9:35:59 PM CET","English","Other","4","3 (somewhat severe)","2","2","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 9:36:21 PM CET","English","Other","2","3 (somewhat severe)","1 (not severe)","4","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 9:37:20 PM CET","English","Other","4","3 (somewhat severe)","2","2","2","2","2","2"
"2019/12/03 9:39:36 PM CET","English","","5 (severe)","5 (severe)","4","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 9:39:49 PM CET","English","","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 9:41:24 PM CET","English","Other","3 (somewhat severe)","4","2","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/03 9:41:36 PM CET","English","English","5 (severe)","4","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","2"
"2019/12/03 9:41:55 PM CET","English","Other","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","2","2","2"
"2019/12/03 9:42:35 PM CET","English","","5 (severe)","5 (severe)","3 (somewhat severe)","4","4","3 (somewhat severe)","2","2"
"2019/12/03 9:42:54 PM CET","English","Other","2","4","2","4","2","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 9:45:05 PM CET","Other","English","4","3 (somewhat severe)","2","4","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 9:46:53 PM CET","English","English","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 9:47:45 PM CET","English","English","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 9:48:51 PM CET","English","Other","3 (somewhat severe)","4","2","3 (somewhat severe)","5 (severe)","5 (severe)","4","2"
"2019/12/03 9:49:19 PM CET","English","Other","4","5 (severe)","2","2","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 9:49:50 PM CET","English","Other","5 (severe)","4","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)","4","3 (somewhat severe)"
"2019/12/03 9:50:55 PM CET","English","","3 (somewhat severe)","4","2","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 9:51:01 PM CET","English","Other","5 (severe)","1 (not severe)","2","5 (severe)","2","4","4","1 (not severe)"
"2019/12/03 9:51:08 PM CET","English","","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 9:52:12 PM CET","Other","English","4","5 (severe)","4","3 (somewhat severe)","3 (somewhat severe)","4","4","2"
"2019/12/03 9:53:15 PM CET","English","English","5 (severe)","4","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)"
"2019/12/03 9:53:37 PM CET","English","","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","2","2"
"2019/12/03 9:53:58 PM CET","English","English","3 (somewhat severe)","4","3 (somewhat severe)","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 9:54:41 PM CET","English","Other","3 (somewhat severe)","5 (severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 9:54:49 PM CET","Other","English","3 (somewhat severe)","4","3 (somewhat severe)","4","2","2","1 (not severe)","2"
"2019/12/03 9:55:46 PM CET","English","Other","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","5 (severe)"
"2019/12/03 9:56:17 PM CET","English","English","3 (somewhat severe)","4","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2"
"2019/12/03 9:57:01 PM CET","Other","English","5 (severe)","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 9:57:12 PM CET","English","English","5 (severe)","5 (severe)","1 (not severe)","1 (not severe)","2","2","4","2"
"2019/12/03 9:58:14 PM CET","English","","3 (somewhat severe)","2","2","3 (somewhat severe)","1 (not severe)","4","2","2"
"2019/12/03 9:58:55 PM CET","English","Other","3 (somewhat severe)","4","2","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 9:59:51 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","2","2","2","2","2"
"2019/12/03 10:00:08 PM CET","English","English","3 (somewhat severe)","5 (severe)","1 (not severe)","4","2","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 10:00:10 PM CET","English","Other","5 (severe)","4","3 (somewhat severe)","2","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 10:00:14 PM CET","Other","English","4","5 (severe)","1 (not severe)","5 (severe)","2","1 (not severe)","2","1 (not severe)"
"2019/12/03 10:00:45 PM CET","English","Other","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 10:00:54 PM CET","English","Other","4","3 (somewhat severe)","2","5 (severe)","1 (not severe)","2","1 (not severe)","2"
"2019/12/03 10:01:51 PM CET","English","English","3 (somewhat severe)","5 (severe)","2","3 (somewhat severe)","2","4","1 (not severe)","2"
"2019/12/03 10:01:55 PM CET","English","","3 (somewhat severe)","5 (severe)","1 (not severe)","4","2","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/03 10:04:09 PM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","2","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 10:04:11 PM CET","English","English","2","5 (severe)","4","2","1 (not severe)","2","1 (not severe)","3 (somewhat severe)"
"2019/12/03 10:04:36 PM CET","English","","4","2","2","2","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 10:05:36 PM CET","English","","4","2","1 (not severe)","1 (not severe)","2","2","3 (somewhat severe)","1 (not severe)"
"2019/12/03 10:08:18 PM CET","Other","English","4","4","5 (severe)","2","1 (not severe)","2","1 (not severe)","3 (somewhat severe)"
"2019/12/03 10:08:31 PM CET","English","English","4","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","4","1 (not severe)"
"2019/12/03 10:09:12 PM CET","English","Other","4","4","1 (not severe)","5 (severe)","2","4","1 (not severe)","2"
"2019/12/03 10:09:13 PM CET","English","English","3 (somewhat severe)","4","2","1 (not severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 10:09:29 PM CET","English","Other","1 (not severe)","2","3 (somewhat severe)","4","2","3 (somewhat severe)","5 (severe)","4"
"2019/12/03 10:10:02 PM CET","English","Other","3 (somewhat severe)","5 (severe)","4","2","2","2","2","2"
"2019/12/03 10:10:42 PM CET","English","","4","5 (severe)","3 (somewhat severe)","2","1 (not severe)","2","2","2"
"2019/12/03 10:13:58 PM CET","English","","4","3 (somewhat severe)","2","4","1 (not severe)","3 (somewhat severe)","4","2"
"2019/12/03 10:14:00 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 10:14:42 PM CET","English","Other","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/03 10:15:44 PM CET","English","English","4","5 (severe)","4","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","2"
"2019/12/03 10:16:06 PM CET","English","Other","3 (somewhat severe)","2","2","2","2","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 10:16:48 PM CET","English","Other","4","3 (somewhat severe)","2","2","1 (not severe)","2","2","2"
"2019/12/03 10:17:49 PM CET","English","Other","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)"
"2019/12/03 10:18:51 PM CET","English","","4","3 (somewhat severe)","2","2","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 10:20:43 PM CET","English","","4","3 (somewhat severe)","2","3 (somewhat severe)","2","2","2","4"
"2019/12/03 10:20:47 PM CET","English","English","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","2","2"
"2019/12/03 10:21:41 PM CET","English","Other","3 (somewhat severe)","5 (severe)","4","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/03 10:22:22 PM CET","English","Other","3 (somewhat severe)","5 (severe)","4","3 (somewhat severe)","1 (not severe)","2","2","2"
"2019/12/03 10:22:32 PM CET","Other","English","5 (severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","2","2","2","2"
"2019/12/03 10:23:36 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)"
"2019/12/03 10:24:18 PM CET","English","Other","4","5 (severe)","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/03 10:25:19 PM CET","English","English","3 (somewhat severe)","3 (somewhat severe)","5 (severe)","2","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 10:25:24 PM CET","English","Other","3 (somewhat severe)","4","4","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 10:27:55 PM CET","Other","English","2","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/03 10:29:23 PM CET","English","","2","4","2","2","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","4"
"2019/12/03 10:29:56 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 10:30:19 PM CET","English","English","5 (severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","5 (severe)","2","2"
"2019/12/03 10:31:37 PM CET","English","Other","2","3 (somewhat severe)","3 (somewhat severe)","4","2","3 (somewhat severe)","2","2"
"2019/12/03 10:31:40 PM CET","Italian","Italian","4","4","2","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/03 10:32:40 PM CET","English","","4","4","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","2"
"2019/12/03 10:33:03 PM CET","English","Other","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 10:39:24 PM CET","English","Other","2","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 10:39:31 PM CET","English","Other","3 (somewhat severe)","5 (severe)","2","3 (somewhat severe)","3 (somewhat severe)","4","1 (not severe)","1 (not severe)"
"2019/12/03 10:40:16 PM CET","English","English","4","5 (severe)","2","3 (somewhat severe)","2","2","1 (not severe)","2"
"2019/12/03 10:40:18 PM CET","English","Other","3 (somewhat severe)","4","4","2","4","3 (somewhat severe)","2","2"
"2019/12/03 10:40:57 PM CET","Other","English","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 10:41:14 PM CET","English","English","3 (somewhat severe)","4","3 (somewhat severe)","2","1 (not severe)","2","2","2"
"2019/12/03 10:41:40 PM CET","English","English","5 (severe)","5 (severe)","3 (somewhat severe)","4","1 (not severe)","2","3 (somewhat severe)","5 (severe)"
"2019/12/03 10:41:57 PM CET","Other","English","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","4"
"2019/12/03 10:42:26 PM CET","English","Other","4","5 (severe)","2","4","4","4","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 10:42:38 PM CET","English","Other","5 (severe)","5 (severe)","1 (not severe)","2","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 10:45:46 PM CET","English","Other","2","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)"
"2019/12/03 10:46:07 PM CET","English","English","2","3 (somewhat severe)","3 (somewhat severe)","2","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 10:48:18 PM CET","English","Other","2","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","2","2"
"2019/12/03 10:48:50 PM CET","Other","English","3 (somewhat severe)","3 (somewhat severe)","2","2","2","2","2","2"
"2019/12/03 10:48:54 PM CET","English","English","5 (severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","4","2","1 (not severe)"
"2019/12/03 10:49:24 PM CET","English","","4","3 (somewhat severe)","2","2","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","4"
"2019/12/03 10:50:23 PM CET","Italian","Other","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","5 (severe)"
"2019/12/03 10:50:58 PM CET","English","Other","4","4","1 (not severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 10:50:58 PM CET","English","","3 (somewhat severe)","4","1 (not severe)","2","1 (not severe)","2","4","3 (somewhat severe)"
"2019/12/03 10:52:18 PM CET","English","Other","4","5 (severe)","2","4","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 10:53:57 PM CET","English","Other","4","4","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/03 10:55:49 PM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","5 (severe)","4","2","4"
"2019/12/03 10:57:33 PM CET","English","Other","5 (severe)","5 (severe)","4","2","2","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/03 10:57:51 PM CET","English","Other","4","4","3 (somewhat severe)","4","2","3 (somewhat severe)","2","2"
"2019/12/03 10:58:06 PM CET","English","English","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/03 10:58:10 PM CET","Other","Other","5 (severe)","4","3 (somewhat severe)","2","1 (not severe)","2","4","2"
"2019/12/03 11:00:12 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","1 (not severe)","2","2","2","2"
"2019/12/03 11:00:13 PM CET","Other","English","4","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/03 11:00:40 PM CET","English","Other","4","1 (not severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/03 11:01:06 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/03 11:04:22 PM CET","English","Other","5 (severe)","5 (severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","5 (severe)"
"2019/12/03 11:05:24 PM CET","English","Other","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)"
"2019/12/03 11:06:32 PM CET","English","Other","3 (somewhat severe)","5 (severe)","2","2","2","4","3 (somewhat severe)","2"
"2019/12/03 11:07:02 PM CET","English","Other","4","5 (severe)","5 (severe)","2","2","3 (somewhat severe)","1 (not severe)","1 (not severe)"
"2019/12/03 11:07:28 PM CET","English","Other","4","5 (severe)","2","1 (not severe)","2","4","2","3 (somewhat severe)"
"2019/12/03 11:08:14 PM CET","English","Other","4","4","1 (not severe)","2","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 11:10:44 PM CET","English","Other","3 (somewhat severe)","4","2","2","2","3 (somewhat severe)","2","2"
"2019/12/03 11:12:02 PM CET","English","English","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","2","1 (not severe)"
"2019/12/03 11:12:07 PM CET","English","","3 (somewhat severe)","4","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 11:12:55 PM CET","English","Other","4","5 (severe)","1 (not severe)","2","2","3 (somewhat severe)","3 (somewhat severe)","4"
"2019/12/03 11:13:09 PM CET","English","Other","3 (somewhat severe)","4","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 11:13:23 PM CET","English","","4","4","1 (not severe)","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/03 11:14:49 PM CET","English","Other","3 (somewhat severe)","4","2","4","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 11:14:56 PM CET","English","English","5 (severe)","4","3 (somewhat severe)","4","2","1 (not severe)","2","2"
"2019/12/03 11:15:09 PM CET","English","English","4","5 (severe)","1 (not severe)","2","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 11:15:11 PM CET","English","English","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","4","2","4"
"2019/12/03 11:15:14 PM CET","English","Other","4","5 (severe)","3 (somewhat severe)","2","1 (not severe)","2","2","1 (not severe)"
"2019/12/03 11:15:59 PM CET","English","","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/03 11:16:19 PM CET","English","English","5 (severe)","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/03 11:17:41 PM CET","English","Other","4","4","1 (not severe)","2","2","4","2","1 (not severe)"
"2019/12/03 11:18:04 PM CET","Italian","English","4","4","2","2","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/03 11:18:43 PM CET","English","Other","4","5 (severe)","2","2","1 (not severe)","2","1 (not severe)","2"
