sesso,eta_1,coinqui,citta,etnia_1,regione,tit_studio,lavoro,altezza_1,peso_1,ora_letto,ore_di_sonno,imp_sonno_1,fumo,fumo_inizio,fumo_oggetto,droghe,droghe_tipo,droghe_freq,alcol_sino,alcol_quant_1,alcol_quant_2,alcol_quant_3,alcol_quant_4,sport_imp_1,sport,sport_freq_1,sport_impegno_1,sport_dieta,scuola_dist,scuola_mezzo,bici,bici_freq,passeggiata_freq,app_passi,veg,integratori,integratori_freq,integratori_why,valori_nut,valori_nut_quali,spes,qualita_economicita_1,salto_pasti,salto_pasti_quali,acqua_quanta,bibite_freq,alimentaz_imp_1,peso_cibo,so_cucinare,cucino_io,abitudini_cambio,abitudini_why_cambio,abitudini_anni_cambi,giorno_cibi_1,giorno_cibi_2,giorno_cibi_3,giorno_cibi_4,giorno_cibi_5,giorno_cibi_6,giorno_cibi_7,pausa_mattina_cibi_1,pausa_mattina_cibi_2,pausa_mattina_cibi_3,pausa_mattina_cibi_4,pausa_pome_cibi_1,pausa_pome_cibi_2,pausa_pome_cibi_3,pausa_pome_cibi_4,fast_food_freq_1,surgelati_freq_1,asporto_freq_1,ore_sonno_code,bici_code,pass_code,bibite_code,health,lifestyle
Maschio,66.0,Con un partner,Paese ,Germania,999,Laurea magistrale,Disoccupato,131.0,112.0,Prima delle 23,6-7 ore,66.0,No,999,999,No,999,999,No,0.0,1.0,0.0,0.0,24.0,Sì,2.0,57.0,No,Meno di 1 km,auto,No,Quasi mai,Raramente,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,25.0,Sì,Pranzo,Tra 1 e 2 litri,Raramente,78.0,No,Sì,Quasi sempre,Sì,Per necessità mediche,62,5.0,11.0,0.0,11.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,1.0,0.0,1,1,3,3,-13.061904761904762,3.3571428571428577
Maschio,25.0,Con un partner,Paese ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,135.0,80.0,Tra le 23 e l'1,4-6 ore,89.0,Occasionalmente,999,999,Sì,Leggere,Abitualmente,No,3.0,1.0,3.0,2.0,74.0,Sì,5.0,24.0,No,Tra 1 e 5 km,auto,Sì,Quasi mai,Spesso,No,No,Sì,Occasionalmente,Scelte personali,A volte,999,Io,21.0,Sì,"Colazione,Cena",Meno di 1 litro,Spesso,100.0,No,Sì,A volte,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",19,6.0,10.0,3.0,11.0,7.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,3.0,15.0,12.0,15.0,0,1,4,4,-6.766887802923711,-0.2857142857142856
Maschio,22.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,"Studente,Lavoratore a tempo pieno",137.0,82.0,Prima delle 23,7-8 ore,100.0,No,999,999,No,999,999,No,0.0,0.0,0.0,0.0,100.0,Sì,3.0,67.0,No,Più di 5 km,auto,No,Quasi mai,Quasi sempre,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,0.0,No,999,Più di 2 litri,Quasi mai,69.0,No,No,Non so cucinare,Sì,Quando ho finito le superiori,18,1.0,14.0,4.0,14.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,2,1,2,2,-10.721082254395094,4.0
Maschio,21.0,Coinquilini,Citta,Stati Uniti d'America,999,Laurea triennale,Studente,115.0,57.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,67.0,No,0.0,50.0,999,Meno di 1 km,auto,No,Quasi mai,Quasi mai,No,No,No,999,999,No,999,Io,26.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori",19,1.0,14.0,0.0,6.0,14.0,0.0,0.0,2.0,0.0,5.0,4.0,1.0,0.0,5.0,3.0,1.0,1.0,1.0,2,1,1,2,-10.499999999999998,-0.5
Femmina,27.0,Con un partner,Citta,Canada,999,Maturità,Lavoratore a tempo pieno,101.0,70.0,Tra le 23 e l'1,7-8 ore,88.0,Occasionalmente,999,999,Sì,Leggere,Occasionalmente,No,0.0,1.0,0.0,0.0,50.0,No,0.0,50.0,999,Tra 1 e 5 km,auto,Sì,Quasi mai,A volte,No,No,Sì,Occasionalmente,Scelte personali,Sì,"Prodotti chimici come conservanti e dolcificanti,Allergeni",Io,12.0,No,999,Meno di 1 litro,Raramente,89.0,No,Sì,A volte,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",20,5.0,12.0,2.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,25.0,4.0,5.0,2,1,0,3,-3.4108058414341507,-1.6428571428571428
Femmina,23.0,Da solo,Citta,Argentina,999,Laurea triennale,Disoccupato,182.0,60.0,Tra le 23 e l'1,6-7 ore,84.0,No,999,999,Sì,Leggere,Occasionalmente,Sì,0.0,0.0,0.0,0.0,85.0,No,0.0,50.0,999,Tra 1 e 5 km,"metro,piedi",No,Quasi mai,Spesso,Sì,No,No,999,999,A volte,999,Io,10.0,Sì,Colazione,Tra 1 e 2 litri,A volte,70.0,No,Sì,Raramente,Sì,Quando sono andato a vivere da solo,23,3.0,10.0,5.0,4.0,6.0,4.0,0.0,5.0,4.0,5.0,0.0,4.0,2.0,5.0,5.0,10.0,0.0,1.0,1,1,4,0,-0.9483764427663384,4.0
Maschio,26.0,Da solo,Paese ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,113.0,70.0,Prima delle 23,7-8 ore,89.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,90.0,Sì,5.0,77.0,No,Più di 5 km,auto,No,Quasi mai,Spesso,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,60.0,Sì,Colazione,Più di 2 litri,Quasi mai,89.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,23,12.0,9.0,3.0,1.0,8.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2,1,4,2,0.6484968318326142,6.0
Femmina,28.0,Con un partner,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,111.0,72.0,Prima delle 23,7-8 ore,80.0,No,999,999,No,999,999,No,2.0,2.0,2.0,2.0,100.0,Sì,4.0,85.0,No,Più di 5 km,auto,No,Quasi mai,A volte,No,Altro,No,999,999,A volte,999,Io,50.0,No,999,Più di 2 litri,Quasi mai,96.0,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",27,14.0,7.0,9.0,3.0,2.0,2.0,1.0,5.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,8.0,2,1,0,2,4.511184375556201,2.357142857142857
Maschio,22.0,Coinquilini,Metropoli  ,Canada,999,Laurea triennale,Studente,105.0,82.0,Tra le 23 e l'1,6-7 ore,75.0,No,999,999,Sì,Leggere,Occasionalmente,No,6.0,0.0,2.0,2.0,76.0,Sì,6.0,86.0,Sì,Tra 1 e 5 km,piedi,Sì,Raramente,Quasi sempre,Sì,Semi-vegetariano (mangi il pesce),No,999,999,Sì,"Calorie, grassi, zuccheri",Io,62.0,No,999,Più di 2 litri,Quasi mai,70.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",20,4.0,8.0,4.0,8.0,12.0,1.0,8.0,3.0,6.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,0.0,1.0,1,3,2,2,-7.533274155656963,5.071428571428571
Maschio,44.0,Da solo,Citta,Filippine,999,Laurea magistrale,Lavoratore a tempo pieno,200.0,68.0,Tra le 23 e l'1,4-6 ore,100.0,Sì,Prima dei 18 anni,Sigaretta,Sì,Leggere,Occasionalmente,No,1.0,4.0,0.0,0.0,100.0,Sì,5.0,85.0,No,Tra 1 e 5 km,auto,Sì,Quasi mai,Quasi mai,No,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,23.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,"Per necessità mediche,Per la mia forma fisica",43,6.0,6.0,3.0,1.0,14.0,8.0,4.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,1,2,-3.19031730106211,-1.2142857142857144
Maschio,20.0,Coinquilini,Citta,Regno Unito,999,Maturità,Studente,121.0,63.0,Dopo l'1,6-7 ore,85.0,Sì,Prima dei 18 anni,Tabacco da rollare,Sì,Leggere,Occasionalmente,No,4.0,0.0,0.0,0.0,78.0,Sì,7.0,30.0,No,Tra 1 e 5 km,bici,Sì,Quasi sempre,Raramente,Sì,No,Sì,Occasionalmente,Scelte personali,A volte,999,Io,21.0,Sì,"Colazione,Pranzo",Meno di 1 litro,A volte,79.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",18,10.0,14.0,4.0,8.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1,2,3,0,-3.9877489210617614,4.428571428571429
Femmina,28.0,Da solo,Citta,Canada,999,Laurea triennale,Lavoratore a tempo pieno,210.0,61.0,Prima delle 23,7-8 ore,100.0,No,999,999,No,999,999,No,0.0,7.0,3.0,0.0,100.0,Sì,4.0,60.0,Sì,Tra 1 e 5 km,auto,No,Quasi mai,A volte,Sì,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,75.0,Sì,Pranzo,Più di 2 litri,Quasi mai,75.0,Sì,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica,Per lo sport",many times,14.0,2.0,5.0,2.0,5.0,0.0,5.0,2.0,5.0,0.0,7.0,0.0,4.0,0.0,7.0,0.0,0.0,3.0,2,1,0,2,-0.034902486800839405,2.071428571428571
Femmina,21.0,Genitori/genitore,Metropoli  ,Portogallo,999,Laurea triennale,Studente,105.0,56.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,No,999,999,No,1.0,1.0,0.0,0.0,78.0,No,0.0,50.0,999,Più di 5 km,"auto,metro",No,Quasi mai,Spesso,Sì,Semi-vegetariano (mangi il pesce),No,999,999,A volte,999,Genitori,64.0,No,999,Tra 1 e 2 litri,Quasi mai,82.0,No,Sì,A volte,Sì,"Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",20,14.0,6.0,14.0,8.0,2.0,7.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,2.0,2,1,4,2,3.5382933353341364,0.7142857142857144
Femmina,23.0,Coinquilini,Citta,Stati Uniti d'America,999,Maturità,Studente,204.0,58.0,Tra le 23 e l'1,8-9 ore,67.0,No,999,999,No,999,999,No,0.0,3.0,1.0,1.0,46.0,No,0.0,50.0,999,Meno di 1 km,"metro,piedi",Sì,Raramente,Spesso,Sì,Altro,Sì,Occasionalmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,29.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,67.0,No,Sì,A volte,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Per la mia forma fisica",18,14.0,14.0,3.0,8.0,14.0,11.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,3,3,4,3,-4.374663121422268,2.7857142857142856
Femmina,32.0,Con un partner,Metropoli  ,Canada,999,Laurea triennale,"Studente,Lavoratore a tempo pieno",204.0,77.0,Prima delle 23,7-8 ore,100.0,No,999,999,No,999,999,No,2.0,0.0,1.0,0.0,100.0,Sì,3.0,74.0,No,Più di 5 km,metro,No,Quasi mai,Quasi sempre,Sì,Altro,Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,87.0,Sì,Colazione,Più di 2 litri,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,Per la mia forma fisica,26,14.0,14.0,10.0,7.0,14.0,10.0,7.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,2.0,6.0,0.0,2,1,2,2,-2.62575052241623,3.571428571428571
Femmina,23.0,Genitori/genitore,Metropoli  ,Federazione Russa,999,Laurea magistrale,Lavoratore a tempo pieno,105.0,115.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,84.0,No,0.0,50.0,999,Più di 5 km,metro,No,Quasi mai,A volte,Sì,No,Sì,Abitualmente,Scelte personali,A volte,999,Genitori,22.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Raramente,Sì,"Per necessità mediche,Per la mia forma fisica",23,10.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1,1,0,2,-4.058712010610363,-1.0
Femmina,29.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,168.0,61.0,Tra le 23 e l'1,7-8 ore,75.0,Occasionalmente,999,999,Sì,Leggere,Occasionalmente,No,0.0,6.0,0.0,0.0,94.0,Sì,4.0,50.0,No,Più di 5 km,auto,No,Quasi mai,Raramente,No,Semi-vegetariano (mangi il pesce),No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti,Allergeni",Io,68.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,75.0,No,Sì,Quasi sempre,Sì,"Per necessità mediche,Quando ho finito le superiori",24,5.0,3.0,3.0,1.0,7.0,6.0,7.0,2.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,2,1,3,3,-3.7585949297726478,1.6428571428571428
Femmina,29.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea magistrale,Lavoratore a tempo pieno,103.0,122.0,Prima delle 23,7-8 ore,87.0,No,999,999,No,999,999,No,0.0,4.0,0.0,0.0,76.0,No,0.0,50.0,999,Tra 1 e 5 km,auto,Sì,Raramente,A volte,No,No,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,21.0,Sì,Colazione,Più di 2 litri,Raramente,69.0,No,Sì,Quasi sempre,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",25,14.0,7.0,3.0,9.0,5.0,1.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2,3,0,3,-0.46717494228081763,0.9285714285714288
Femmina,25.0,Da solo,Paese ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,204.0,57.0,Prima delle 23,6-7 ore,92.0,No,999,999,No,999,999,No,1.0,0.0,0.0,0.0,100.0,Sì,7.0,100.0,Sì,Tra 1 e 5 km,piedi,No,Quasi mai,Quasi sempre,Sì,Vegetariano,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,49.0,Sì,Colazione,Più di 2 litri,Raramente,100.0,No,Sì,Quasi sempre,Sì,"Per necessità mediche,Quando sono andato a vivere da solo,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica,Per lo sport",23,7.0,4.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,1.0,0.0,2.0,1,1,2,3,-6.994413113808214,7.357142857142858
Femmina,57.0,Da solo,Citta,Stati Uniti d'America,999,Maturità,Lavoratore a tempo pieno,210.0,65.0,Prima delle 23,6-7 ore,100.0,Sì,Prima dei 18 anni,Sigaretta,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,No,0.0,50.0,999,Più di 5 km,auto,Sì,Quasi mai,Quasi mai,No,No,Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,99.0,Sì,Cena,Meno di 1 litro,Quasi mai,100.0,No,Sì,Spesso,Sì,999,999,3.0,14.0,3.0,7.0,7.0,1.0,10.0,3.0,0.0,5.0,1.0,1.0,0.0,4.0,4.0,6.0,3.0,6.0,1,1,1,2,-5.917174942280818,0.5
Maschio,20.0,Con un partner,Citta,Germania,999,Maturità,"Studente,Lavoratore part time",135.0,78.0,Prima delle 23,8-9 ore,100.0,No,999,999,No,999,999,No,1.0,0.0,0.0,0.0,100.0,Sì,3.0,76.0,No,Tra 1 e 5 km,metro,No,Quasi mai,Spesso,Sì,Semi-vegetariano (mangi il pesce),No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,46.0,No,999,Più di 2 litri,Quasi mai,86.0,No,Sì,Quasi sempre,Sì,"Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica,Per lo sport",20,7.0,12.0,0.0,8.0,2.0,2.0,5.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,3,1,4,2,-4.99290652856544,4.857142857142858
Femmina,21.0,Coinquilini,Citta,Nuova Zelanda,999,Laurea triennale,Lavoratore a tempo pieno,95.0,61.0,Prima delle 23,7-8 ore,69.0,No,999,999,No,999,999,No,2.0,0.0,2.0,0.0,100.0,Sì,5.0,85.0,No,Tra 1 e 5 km,auto,No,Quasi mai,Spesso,Sì,No,No,999,999,A volte,999,Usiamo solo servizi di delivery,50.0,Sì,Colazione,Più di 2 litri,Raramente,100.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori",17,14.0,7.0,2.0,2.0,5.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,2,1,4,3,-0.30504904411901146,4.928571428571429
Maschio,19.0,Coinquilini,Citta,Canada,999,Maturità,Studente,121.0,71.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,100.0,Sì,5.0,94.0,No,Tra 1 e 5 km,bici,Sì,Quasi sempre,Spesso,No,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Io,16.0,No,999,Tra 1 e 2 litri,Quasi mai,100.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",18,9.0,12.0,5.0,3.0,7.0,0.0,4.0,4.0,6.0,7.0,5.0,3.0,5.0,6.0,5.0,7.0,0.0,0.0,1,2,4,2,-0.8063310582294114,6.5
Maschio,21.0,Coinquilini,Citta,Bermuda,999,Laurea triennale,Lavoratore a tempo pieno,131.0,87.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,Sì,Leggere,Abitualmente,No,4.0,0.0,5.0,1.0,100.0,Sì,5.0,87.0,No,Tra 1 e 5 km,auto,Sì,A volte,Raramente,Sì,Vegetariano,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri",Io,38.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,100.0,Sì,Sì,Spesso,Sì,"Per necessità mediche,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",20,10.0,14.0,6.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,4.0,1,0,3,3,-0.015641879709354045,1.0714285714285712
Maschio,22.0,Da solo,Citta,Paesi Bassi,999,Laurea triennale,Studente,139.0,72.0,Dopo l'1,6-7 ore,87.0,Sì,Dopo i 18 anni,Altro:,Sì,Leggere,Abitualmente,No,1.0,0.0,0.0,0.0,70.0,Sì,2.0,8.0,No,Più di 5 km,auto,Sì,Raramente,Raramente,Sì,No,No,999,999,A volte,999,Io,68.0,Sì,"Colazione,Pranzo",Tra 1 e 2 litri,Quasi mai,51.0,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,21,5.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,5.0,4.0,3.0,1.0,6.0,5.0,4.0,10.0,7.0,1,3,3,2,-7.5285714285714285,-0.1428571428571428
Femmina,24.0,Con un partner,Metropoli  ,Stati Uniti d'America,999,Laurea triennale,Lavoratore a tempo pieno,204.0,50.0,Tra le 23 e l'1,4-6 ore,99.0,Occasionalmente,999,999,Sì,Pesanti,Abitualmente,Sì,0.0,0.0,0.0,0.0,100.0,Sì,5.0,45.0,No,Più di 5 km,auto,Sì,A volte,Spesso,Sì,Semi-vegetariano (mangi il pesce),No,999,999,A volte,999,Io,84.0,Sì,"Colazione,Cena",Tra 1 e 2 litri,A volte,100.0,No,Sì,Spesso,Sì,"Per necessità mediche,Per la mia forma fisica",22,3.0,5.0,5.0,8.0,9.0,2.0,6.0,3.0,1.0,3.0,0.0,2.0,0.0,5.0,0.0,3.0,0.0,6.0,0,0,4,0,-6.5801899677472315,2.5
Femmina,24.0,Con un partner,Citta,Stati Uniti d'America,999,Laurea triennale,Disoccupato,200.0,63.0,Prima delle 23,7-8 ore,100.0,No,999,999,No,999,999,No,1.0,0.0,0.0,1.0,74.0,Sì,1.0,17.0,No,Meno di 1 km,"auto,piedi",No,Quasi mai,Spesso,Sì,Vegetariano,No,999,999,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,70.0,Sì,Colazione,Tra 1 e 2 litri,Raramente,88.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori,Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",20,10.0,14.0,3.0,6.0,0.0,0.0,7.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,1.0,8.0,0.0,0.0,2,1,4,3,-1.528792564828473,5.214285714285714
Femmina,30.0,Con un partner,Paese ,Belgio,999,Laurea triennale,Lavoratore a tempo pieno,107.0,102.0,Tra le 23 e l'1,7-8 ore,99.0,No,999,999,No,999,999,Sì,0.0,0.0,0.0,0.0,87.0,Sì,2.0,16.0,No,Più di 5 km,auto,Sì,Raramente,A volte,Sì,No,No,999,999,A volte,999,Io,28.0,Sì,Colazione,Tra 1 e 2 litri,Quasi mai,83.0,No,Sì,Quasi sempre,No,999,999,12.0,12.0,3.0,4.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,6.0,1.0,1.0,2,3,0,2,-3.31955589466177,1.5
Maschio,44.0,Con un partner,Metropoli  ,Italia,Nord,Laurea magistrale,Lavoratore a tempo pieno,137.0,90.0,Tra le 23 e l'1,7-8 ore,100.0,No,999,999,No,999,999,No,0.0,1.0,0.0,0.0,74.0,Sì,0.0,100.0,No,Più di 5 km,auto,No,Quasi mai,Quasi sempre,Sì,Altro,Sì,Abitualmente,Scelte personali,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,76.0,Sì,"Colazione,Pranzo",Più di 2 litri,Quasi mai,100.0,Sì,Sì,Spesso,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...),Per la mia forma fisica",43,7.0,0.0,0.0,7.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,1,2,2,-7.7405255761844876,0.3571428571428572
Femmina,19.0,Genitori/genitore,Citta,Portogallo,999,Maturità,"Studente,Lavoratore part time",206.0,52.0,Dopo l'1,7-8 ore,91.0,No,999,999,No,999,999,No,0.0,0.0,1.0,1.0,81.0,Sì,2.0,34.0,No,Tra 1 e 5 km,metro,Sì,Raramente,A volte,Sì,No,No,999,999,Sì,"Calorie, grassi, zuccheri",Genitori,65.0,No,999,Meno di 1 litro,Quasi mai,80.0,No,Sì,Spesso,Sì,"Quando ho deciso di cambiare regime alimentare (vegetariano, vegano, ecc...)",18,8.0,12.0,8.0,6.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,4.0,1.0,2,3,0,2,-1.7608058414341508,-0.7857142857142856
Maschio,23.0,Coinquilini,Metropoli  ,Turchia,999,Laurea triennale,Studente,121.0,83.0,Tra le 23 e l'1,6-7 ore,100.0,Occasionalmente,999,999,Sì,Leggere,Occasionalmente,No,1.0,0.0,1.0,0.0,100.0,Sì,4.0,91.0,Sì,Meno di 1 km,piedi,No,Quasi mai,Spesso,Sì,No,Sì,Abitualmente,Per uno sport,Sì,"Calorie, grassi, zuccheri,Prodotti chimici come conservanti e dolcificanti",Io,72.0,Sì,Colazione,Più di 2 litri,A volte,100.0,Sì,Sì,A volte,Sì,"Per la mia forma fisica,Per lo sport",22,5.0,5.0,5.0,7.0,7.0,1.0,3.0,3.0,6.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,1,1,4,0,-4.878046769015089,6.214285714285714
Femmina,18.0,Da solo,Citta,Francia,999,Licenza media,Studente,210.0,50.0,Dopo l'1,4-6 ore,100.0,Occasionalmente,999,999,No,999,999,No,4.0,0.0,2.0,1.0,73.0,Sì,2.0,46.0,No,Meno di 1 km,piedi,No,Quasi mai,Quasi sempre,Sì,No,No,999,999,A volte,999,Genitori,28.0,No,999,Tra 1 e 2 litri,Raramente,100.0,No,Sì,Quasi sempre,Sì,Quando sono andato a vivere da solo,18,8.0,8.0,10.0,1.0,7.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,4.0,0.0,4.0,10.0,3.0,0,1,2,3,-0.9039362084289131,-2.0
Femmina,23.0,Con un partner,Citta,Regno Unito,999,Laurea triennale,Lavoratore a tempo pieno,208.0,85.0,Prima delle 23,6-7 ore,100.0,Occasionalmente,999,999,Sì,Pesanti,Occasionalmente,No,1.0,1.0,0.0,0.0,66.0,No,0.0,50.0,999,Tra 1 e 5 km,auto,No,Quasi mai,Raramente,Sì,Altro,Sì,Abitualmente,Necessità mediche,Sì,"Calorie, grassi, zuccheri",Io,25.0,No,999,Tra 1 e 2 litri,A volte,100.0,No,Sì,Quasi sempre,Sì,"Quando sono andato a vivere da solo,Per la mia forma fisica",23,14.0,7.0,3.0,7.0,7.0,1.0,4.0,7.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1,1,3,0,1.1661583910525155,3.2142857142857144
Femmina,20.0,Coinquilini,Metropoli  ,Stati Uniti d'America,999,Maturità,"Studente,Lavoratore part time",97.0,52.0,Tra le 23 e l'1,6-7 ore,100.0,No,999,999,No,999,999,No,1.0,0.0,0.0,1.0,100.0,Sì,1.0,0.0,No,Meno di 1 km,"metro,piedi",Sì,Quasi mai,Raramente,Sì,No,No,999,999,No,999,Io,22.0,Sì,Colazione,Più di 2 litri,Raramente,100.0,No,Sì,Spesso,Sì,"Quando sono andato a vivere da solo,Quando ho finito le superiori",18,14.0,14.0,3.0,4.0,4.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1,1,3,3,1.7045407685048604,2.7142857142857144
